NB,KNN,KNN_ADWIN,VFDT,HAT,HATT,ARF,OB,OB_ADWIN,LB,AdaBoost,AXGBoost_push,AXGBoost_replace,NC,SWT10_KNN_ADWIN,SWT10_VFDT,SWT10_HAT,SWT10_ARF,SWT20_KNN_ADWIN,SWT20_VFDT,SWT20_HAT,SWT20_ARF,MV_2,SES_05,ARIMA_212,SARIMA_212,ARMA_22,SWT01_HAT,SWT11_HAT,SWT21_HAT,SWT02_HAT,SWT12_HAT,SWT22_HAT,SWT01_ARF,SWT11_ARF,SWT21_ARF,SWT02_ARF,SWT12_ARF,SWT22_ARF
0.5853373166908504,0.5981334574835138,0.5953199634863714,0.2552732812101852,0.259153895334244,0.3136341693488031,0.4502186902562194,0.2567447125338133,0.2583706248322076,0.3960651937298095,0.4160905468606767,0.1930549932190889,0.2122571633614848,0.7028402165377253,0.6618892754306592,0.3847238489791279,0.3950733774009046,0.4886355868365512,0.5931406793777537,0.4262772462711391,0.4176347601551679,0.6829991816615063,0.692709904231084,0.6860018675956899,0.4709857266368093,0.5475879926750682,0.5707073882399324,0.2699793685480492,0.3547534890997858,0.4098046881497547,0.2652089930254913,0.35248601018691483,0.4181879168507149,0.44241912917719023,0.6237223225552395,0.6296286818883843,0.6169259709246269,0.5985026147641431,0.6809683168507478
0.6819715192240512,0.4745151100147258,0.4725586680272656,0.6104206903571259,0.5327677703119402,0.6229499610425769,0.5949518945010943,0.5759477702623881,0.5792724592010533,0.4684099473232148,0.5034501109389915,0.5540703587157833,0.6129199624496999,0.6878103337520083,0.67188999153982,0.6315263851150064,0.5892690963147712,0.6996726960214918,0.6462806155443488,0.6581609365200157,0.6250317413420385,0.6938484414734456,0.6966038754432979,0.6872449352838595,0.5927573094307252,0.6173826981612585,0.5794433720185005,0.5154489079862113,0.658568156665897,0.6355744042421575,0.5957024659667122,0.5079738702068404,0.6162654562709575,0.6601699123904238,0.6893253246002795,0.6919285595359796,0.6502485471985523,0.683798252280239,0.7065632457925853
0.4088032742843148,0.6187098174707935,0.6205867696640924,0.7003496415845414,0.6635178240568915,0.5313734391141862,0.6288071964977469,0.7605378780668537,0.7800600204987018,0.5007889961038016,0.6917906435818434,0.5526790600348883,0.614731256893726,0.6518067656566131,0.6833016701417891,0.5791476368267962,0.5316922950925577,0.7504678997396768,0.6576684858442656,0.6095537239707499,0.6353284724340202,0.7420412570206191,0.6519783859776346,0.6507441850708179,0.5829433077945065,0.5757876355326785,0.4949206255212221,0.645915196028847,0.6004746867616706,0.5926192738340325,0.6808362420299721,0.491344086512217,0.5496762252538724,0.7048956532518065,0.6977814343898536,0.7162586577951521,0.706363427075613,0.7100103007493151,0.7334343181388807
0.6484434042748296,0.5067742157468559,0.5171984050346645,0.4342005419911355,0.5103164754102979,0.5648256384146809,0.500959410045988,0.5338943920113575,0.4911423989943439,0.4058305595668617,0.4760518918945887,0.30384350018483,0.3641973176871951,0.6271993809723997,0.6135678665098843,0.5402076098949813,0.4205465019021098,0.6614636515482007,0.5370526614528159,0.4957392638028087,0.5136629103675168,0.6401918220732392,0.6243408444660284,0.6313127094725037,0.5046956313863994,0.4965977003531271,0.3564832990008926,0.41438475571677635,0.5978882717123344,0.5329476714621932,0.5547901938958193,0.4485215343562393,0.41851922952715637,0.5968146352498062,0.667154579388241,0.675847153613989,0.6060280058974236,0.6450423622486042,0.634727613888608
0.0574257425742572,0.4953901026501521,0.4805964245458555,0.5531318389031445,0.3379239036133169,0.5698397997103495,0.5112048448157942,0.471546156890434,0.37599432358216,0.3952054110253697,0.4558892605756884,0.3549215746887695,0.4258747792360489,0.6318616477322789,0.5976905348259036,0.5352154817172853,0.4167672767632539,0.623953536233952,0.5816818978332781,0.5318449427693037,0.5034299693172164,0.6558529216385354,0.6210805737572963,0.622875067916546,0.5233912190690416,0.4953274290357188,0.4992799811720942,0.37409917982588,0.6118681885232703,0.5205895480874715,0.41589297261511915,0.36776725544292405,0.35913032538019235,0.5620548151512035,0.6739111778169861,0.672369617226356,0.6118812050032412,0.6690259440750759,0.6872588190718436
0.569252935001583,0.422352512991865,0.4294718908318165,0.8231004253844925,0.6400659866057233,0.7973412879591347,0.6405857798998691,0.8280570120525509,0.7508697780073218,0.5659582264135364,0.7449016059381746,0.4429287348724356,0.4906427781834331,0.5507405921391755,0.5461165640467305,0.5130937223750351,0.4932392307270114,0.6999389000013733,0.5120659776896673,0.5412946242752141,0.5745479341225262,0.6482979983203949,0.5525369161311662,0.5457375580678491,0.4290027000986285,0.4051925873060774,0.3430894074266407,0.6023795095366596,0.5642873422672642,0.5501460033531775,0.6603545316425894,0.46147870385138495,0.49596108758070095,0.6625835455910019,0.6222257985348718,0.65503064143271,0.6292242260268536,0.6354830653166521,0.6392701278988348
0.8452667535849185,0.4953490615006087,0.4919140359023227,0.8645451252343033,0.7748160644876902,0.8645100378821912,0.8703991468018973,0.8979158060919822,0.8963214868812811,0.7815206581379115,0.8949737069455385,0.7062944258283166,0.695033196416824,0.5864820240358716,0.6518542707916827,0.5761036100483944,0.6118293895178762,0.8250239064993989,0.6359084364147755,0.6403956979218639,0.724859807383962,0.8280247344617198,0.5843703747019863,0.5808503883097321,0.4650050842932599,0.4712663763085619,0.3950127953818191,0.724889192808009,0.6517956318503414,0.6145026150793056,0.859477511292843,0.638880394342429,0.6071835409149536,0.79309409605494,0.7587099105454829,0.758666791111658,0.7752601230184764,0.7340459943185861,0.7531027687541954
0.6738091220238112,0.5481771124709288,0.5587708600186145,0.8184373262955701,0.6616138056069406,0.7837312946580997,0.682952446279774,0.804287652486547,0.6823727905491858,0.592836252595234,0.7793852956574904,0.644097864913893,0.6002854889460946,0.6168596576887708,0.5947576760479361,0.5380505353385765,0.5681245033547158,0.7040632880532819,0.5687713640584695,0.5294841392015368,0.6013822116418305,0.6971061512256451,0.6115032500604514,0.6151010843617039,0.5016786401882043,0.5220746028703203,0.4274067864987129,0.6544897669447722,0.6295772768879424,0.6320615001755815,0.6725127436755691,0.5508664639351165,0.5889608064330893,0.6908587368661583,0.6882200487009219,0.6890353238071943,0.6883424170616255,0.6791469101628427,0.6937465805421288
0.4160935945441927,0.4933597103682887,0.4719481494892523,0.7038884895867888,0.6032537134975293,0.6826798064909412,0.7256772077508524,0.6776868642071854,0.6752659862894783,0.7309980609706745,0.7990821990465162,0.3709406630074164,0.5386201587227426,0.5259437822766754,0.5223177737324469,0.5256396160028503,0.6749472545429895,0.6460617440559675,0.4686419903274942,0.4954087741372165,0.568297866469808,0.7105289212451417,0.5225071771366057,0.5285470305422333,0.3937190702603361,0.4098349793352129,0.2366593131853621,0.5445897388595962,0.5391068466288628,0.6184241166923569,0.664450117483101,0.6099172033513038,0.59523620016146,0.6440469358597316,0.6835856013329522,0.7070693525998011,0.654142823966343,0.6915329435015962,0.6750758266956038
0.2335055509558203,0.41719061907462,0.4086631466895326,0.7016082139275528,0.5975771321109409,0.6853758342779519,0.6178897596366569,0.6664149444199834,0.7654153218659736,0.6808318014112079,0.7687212922047805,0.530848789735105,0.553577055736535,0.5853975299000986,0.5475609570955037,0.4982883874415653,0.7328303791087799,0.615240508865901,0.5471468767428196,0.4713714700278254,0.6707346457254495,0.625411585046948,0.5905345291702881,0.581774522043988,0.4398010882651842,0.4562145759926311,0.3482212689256768,0.6094221283353566,0.6539499312061807,0.665762374985261,0.6529334141538838,0.6562358737630201,0.6361133924011229,0.6445645981691582,0.6270825101009488,0.6640415512448206,0.6367679143523983,0.6217513608597852,0.6217044114635051
