KNN,NB,DT,RF,Bagging,AdaBoost,GradientBoosting
0.4724857685009488,0.532258064516129,0.6318785578747628,0.6774193548387097,0.6318785578747628,0.6318785578747628,0.6318785578747628
0.45168067226890757,0.5357142857142857,0.9495798319327731,0.7142857142857143,0.9642857142857143,0.9852941176470589,0.9852941176470589
0.675,0.8821428571428571,0.7285714285714285,0.75,0.7285714285714285,0.7285714285714285,0.7785714285714285
0.6767441860465117,0.6,0.8,0.7,0.8,0.8,0.8
0.8624338624338623,0.5238095238095238,0.8148148148148149,0.9761904761904762,0.7962962962962963,0.8888888888888888,0.7592592592592593
0.3723404255319149,0.5,0.5,1.0,0.5,0.5,0.5
0.7937062937062938,0.8968531468531469,0.45629370629370625,0.9230769230769231,0.9772727272727273,0.45629370629370625,0.9195804195804196
0.703125,0.9375,0.90625,0.96875,0.96875,0.90625,0.96875
0.8260869565217391,0.717391304347826,0.8747826086956522,0.96,0.9565217391304348,0.8965217391304348,0.8400000000000001
0.5833333333333334,0.5,1.0,0.8333333333333333,1.0,1.0,1.0
0.7068965517241379,0.5862068965517242,0.5263157894736842,0.6588021778584392,0.5526315789473684,0.5263157894736842,0.5789473684210527
0.6956521739130435,0.7826086956521738,0.8060869565217391,0.9565217391304348,0.98,0.8060869565217391,0.8043478260869565
0.6415607985480943,0.8947368421052632,0.763157894736842,0.7368421052631579,0.6578947368421053,0.763157894736842,0.631578947368421
0.65,0.65,0.9055555555555556,0.8888888888888888,0.9222222222222223,0.9055555555555556,0.9722222222222222
0.7888888888888889,0.7833333333333333,0.8222222222222222,0.8055555555555556,0.9722222222222222,0.8222222222222222,0.8555555555555556
0.7142857142857143,0.5,0.5,0.5,0.5,0.5,0.5
0.8111111111111111,0.6166666666666667,0.8333333333333333,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8333333333333333
0.7857142857142857,0.6428571428571428,0.7735191637630662,0.7857142857142857,0.7857142857142857,0.7613240418118467,0.7857142857142857
0.7125237191650854,0.6612903225806451,0.7647058823529411,0.9117647058823529,0.7941176470588236,0.7647058823529411,0.8235294117647058
0.51890756302521,0.5714285714285714,0.7626050420168067,0.8067226890756303,0.8067226890756303,0.7626050420168067,0.8067226890756303
0.6433566433566433,0.7727272727272727,0.7465034965034965,0.8269230769230769,0.9615384615384616,0.9003496503496504,0.9038461538461539
0.5757575757575758,0.7,0.6121212121212122,0.6666666666666666,0.5454545454545454,0.6121212121212122,0.8333333333333333
0.796875,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375
0.8928571428571428,0.9642857142857143,0.8214285714285714,0.8571428571428572,0.8928571428571428,0.8214285714285714,1.0
0.7043478260869566,0.8478260869565217,0.5217391304347826,0.8330434782608696,0.46,0.5217391304347826,0.5
0.8032967032967033,0.8846153846153846,0.7307692307692308,0.8846153846153846,0.6923076923076923,0.6923076923076923,0.8461538461538461
0.6045296167247387,0.5714285714285714,0.8571428571428572,0.6428571428571428,0.7857142857142857,0.7142857142857143,0.6428571428571428
0.8194103194103194,0.8636363636363636,0.9594594594594594,0.972972972972973,0.972972972972973,0.9594594594594594,0.972972972972973
0.46,0.5217391304347826,0.6086956521739131,0.6086956521739131,0.5869565217391304,0.6086956521739131,0.5652173913043478
0.5,0.5,0.5714285714285714,0.5952380952380952,0.5714285714285714,0.5714285714285714,0.5952380952380952
0.8087912087912088,0.5,0.8142857142857143,0.6857142857142857,0.8142857142857143,0.8142857142857143,0.7857142857142857
0.6134453781512605,0.7352941176470589,0.3634453781512605,0.5609243697478992,0.43487394957983194,0.37815126050420167,0.6491596638655462
0.625,0.8611111111111112,0.7222222222222222,0.9166666666666667,0.8194444444444444,0.7083333333333333,0.9722222222222222
0.8285714285714285,0.725,0.8071428571428572,0.775,0.825,0.8071428571428572,0.85
0.6458333333333334,0.1875,0.7708333333333334,0.7083333333333334,0.75,0.75,0.8333333333333334
0.6892857142857143,0.875,0.9071428571428571,0.8607142857142858,0.8892857142857142,0.8285714285714285,0.925
