KNN,NB,DT,RF,Bagging,AdaBoost,GradientBoosting
-0.05811623246492981,0.046575342465753344,0.20839580209895048,0.28035982008995497,0.20839580209895048,0.20839580209895048,0.20839580209895048
-0.09090909090909105,0.09826589595375734,0.8991596638655462,0.5151515151515151,0.9484978540772532,0.9506172839506173,0.9506172839506173
0.3858267716535433,0.781021897810219,0.47058823529411764,0.5384615384615385,0.47058823529411764,0.47058823529411764,0.5652173913043479
0.3877551020408163,0.3093525179856115,0.728813559322034,0.5443037974683544,0.728813559322034,0.728813559322034,0.728813559322034
0.7405405405405405,0.053254437869822535,0.5979899497487438,0.9574468085106383,0.56,0.7538461538461538,0.48514851485148514
-0.040000000000000036,0.0,0.0,1.0,0.0,0.0,0.0
0.5833333333333333,0.7909407665505226,-0.08361204013377943,0.8344827586206897,0.9578947368421052,-0.08361204013377943,0.8333333333333334
0.33766233766233755,0.9032258064516129,0.7761194029850746,0.9523809523809523,0.9523809523809523,0.7761194029850746,0.9523809523809523
0.6613756613756614,0.44483985765124545,0.7495652173913043,0.9168110918544194,0.9162303664921466,0.7916666666666666,0.6706689536878216
0.2592592592592593,0.0,1.0,0.7777777777777778,1.0,1.0,1.0
0.3584905660377359,0.14157973174366623,0.06290672451193069,0.34246575342465757,0.12446351931330457,0.06290672451193069,0.1847133757961783
0.4010695187165776,0.5752212389380531,0.619718309859155,0.9162303664921466,0.9583333333333334,0.619718309859155,0.618374558303887
0.3023255813953488,0.8192090395480226,0.5731225296442688,0.5209580838323353,0.3580246913580247,0.5731225296442688,0.3014553014553014
0.2432432432432432,0.2432432432432432,0.7849462365591398,0.7446808510638299,0.8260869565217391,0.7849462365591398,0.9550561797752809
0.52,0.49514563106796117,0.5918367346938775,0.5555555555555556,0.9550561797752809,0.5918367346938775,0.6666666666666667
0.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0
0.5833333333333333,0.18584070796460173,0.7142857142857143,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.7142857142857143
0.6949152542372882,0.40594059405940586,0.6205533596837944,0.6949152542372882,0.6949152542372882,0.5555555555555556,0.6949152542372882
0.35443037974683556,0.2522255192878339,0.5923566878980892,0.8577075098814229,0.6485355648535565,0.5923566878980892,0.7030927835051546
0.04225352112676062,0.1910112359550561,0.5364806866952789,0.6697247706422018,0.6697247706422018,0.5364806866952789,0.6697247706422018
0.2992700729927008,0.5652173913043479,0.4747474747474747,0.6338983050847458,0.9166666666666666,0.7923875432525951,0.7938144329896908
0.1633986928104575,0.4782608695652174,0.17370892018779338,0.40740740740740744,0.07246376811594202,0.17370892018779338,0.7333333333333334
0.6440677966101696,0.7457627118644068,0.7457627118644068,0.7457627118644068,0.7457627118644068,0.7457627118644068,0.7457627118644068
0.8385650224215246,0.9484978540772532,0.7183098591549295,0.7798165137614679,0.8385650224215246,0.7183098591549295,1.0
